"Category","Notice_type","Notice_desc","Company_name","Company_number","Date"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for LAMMAS CONSULTANCY LTD (07735044)","LAMMAS CONSULTANCY LTD","7735044",2020-03-19
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for HINCHSLIFF TRADING LTD (03426946)","HINCHSLIFF TRADING LTD","3426946",2020-03-19
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for BLUE WILD ANGEL LTD (10921868)","BLUE WILD ANGEL LTD","10921868",2020-03-19
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for FRAMLINGHAM CONSULTING LIMITED (08421125)","FRAMLINGHAM CONSULTING LIMITED","8421125",2020-03-19
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for OSCHAR LTD (09397653)","OSCHAR LTD","9397653",2020-03-19
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for VAD TECHNOLOGY SERVICES LIMITED (07947039)","VAD TECHNOLOGY SERVICES LIMITED","7947039",2020-03-19
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for BENTON TRADING LIMITED (06858822)","BENTON TRADING LIMITED","6858822",2020-03-19
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for CHARIOT TRANSIT U.K. LIMITED (10594942)","CHARIOT TRANSIT U.K. LIMITED","10594942",2020-03-19
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for SHOULDER MECHANIC LIMITED (08016486)","SHOULDER MECHANIC LIMITED","8016486",2020-03-19
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for P.J. GREEN LIMITED (05177543)","P.J. GREEN LIMITED","5177543",2020-03-19
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for JUST BOOTS LIMITED (04297281)","JUST BOOTS LIMITED","4297281",2020-03-19
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for CURATUS CONSULTING LTD (10026250)","CURATUS CONSULTING LTD","10026250",2020-03-19
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for J C D RAIL LTD (10985738)","J C D RAIL LTD","10985738",2020-03-19
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for PAWLAK LIMITED (09034237)","PAWLAK LIMITED","9034237",2020-03-19
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for KNIGHTONS CAPITAL LTD (11154211)","KNIGHTONS CAPITAL LTD","11154211",2020-03-19
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for STOCKLEY HIP & KNEE LIMITED (07102013)","STOCKLEY HIP & KNEE LIMITED","7102013",2020-03-19
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for DESIGN DROP LIMITED (09546262)","DESIGN DROP LIMITED","9546262",2020-03-19
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for R&H UK CONSULTING LIMITED (10100546)","R&H UK CONSULTING LIMITED","10100546",2020-03-19
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for LOTUS MOON THAI CUISINE LIMITED (09603685)","LOTUS MOON THAI CUISINE LIMITED","9603685",2020-03-19
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for OTECH SOLUTIONS LIMITED (09938397)","OTECH SOLUTIONS LIMITED","9938397",2020-03-19
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for RIOT CGI LIMITED (07593261)","RIOT CGI LIMITED","7593261",2020-03-19
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for UNISHELL LIMITED (05878130)","UNISHELL LIMITED","5878130",2020-03-19
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for R & M PROPERTIES (SMALLFIELD) LIMITED (08957026)","R & M PROPERTIES (SMALLFIELD) LIMITED","8957026",2020-03-19
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for J & D MANAGEMENT SERVICES LIMITED (05336946)","J & D MANAGEMENT SERVICES LIMITED","5336946",2020-03-19
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for THE DANE PARTNERSHIP LIMITED (07782355)","THE DANE PARTNERSHIP LIMITED","7782355",2020-03-19
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for MD ENGINEERING SOLUTIONS LIMITED (09133158)","MD ENGINEERING SOLUTIONS LIMITED","9133158",2020-03-19
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for HOLM OAK HOMES (LUDLOW) LIMITED (09800278)","HOLM OAK HOMES (LUDLOW) LIMITED","9800278",2020-03-19
"Corporate Insolvency","Resolutions for Winding Up","Notice timeline for F1 PRECISION LIMITED  (06942005)","F1 PRECISION LIMITED ","6942005",2020-03-19
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for AUTOGOLD LIMITED (03969492)","AUTOGOLD LIMITED","3969492",2020-03-19
"Corporate Insolvency","Resolutions for Winding Up","Notice timeline for PONTIN INSTALLATION SOLUTIONS LTD (12114480)","PONTIN INSTALLATION SOLUTIONS LTD ","12114480",2020-03-19
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for FOOD ASIA LIMITED (09926665)","FOOD ASIA LIMITED","9926665",2020-03-19
"Corporate Insolvency","Resolutions for Winding Up","Notice timeline for DALMATIAN DG (SCOTLAND) LIMITED (SC622607)","DALMATIAN DG (SCOTLAND) LIMITED","622607",2020-03-19
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for TATTVA CONSULTANCY LIMITED (09856087)","TATTVA CONSULTANCY LIMITED","9856087",2020-03-19
"Corporate Insolvency","Resolutions for Winding Up","Notice timeline for STADIUM SPORTS BAR LTD (10423706)","STADIUM SPORTS BAR LTD","10423706",2020-03-19
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for CAERPHILLY TIMBER SUPPLIES LTD (06230738)","CAERPHILLY TIMBER SUPPLIES LTD","6230738",2020-03-19
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for PMO SELECT SOLUTIONS LIMITED (09482191)","PMO SELECT SOLUTIONS LIMITED","9482191",2020-03-19
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for GROUND RENT CONSULTANTS LIMITED (06122798)","GROUND RENT CONSULTANTS LIMITED","6122798",2020-03-19
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for ALBERTAS LIMITED (03653027)","ALBERTAS LIMITED","3653027",2020-03-19
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for CHARISS LIMITED (08578926)","CHARISS LIMITED","8578926",2020-03-19
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for ATHENE IP DEVELOPMENT LIMITED (10384311)","ATHENE IP DEVELOPMENT LIMITED","10384311",2020-03-19
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for STUDIO 20A LIMITED (08907105)","STUDIO 20A LIMITED","8907105",2020-03-19
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for EUROPEAN DERIVATIVES LTD (09503067)","EUROPEAN DERIVATIVES LTD","9503067",2020-03-19
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for CEDAR HOMES GROUP LIMITED (11086978)","CEDAR HOMES GROUP LIMITED","11086978",2020-03-19
"Corporate Insolvency","Resolutions for Winding Up","Notice timeline for PHOENIX UK LIMITED (04171742)","PHOENIX UK LIMITED","4171742",2020-03-19
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for ASHLEIGH DENTAL PRACTICE LIMITED (07191406)","ASHLEIGH DENTAL PRACTICE LIMITED","7191406",2020-03-19
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for PUNAM GUPTA CONSULTING LIMITED (07291707)","PUNAM GUPTA CONSULTING LIMITED","7291707",2020-03-19
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for SILVERHILL WINCHESTER NO 1 LIMITED (04057646)","SILVERHILL WINCHESTER NO 1 LIMITED","4057646",2020-03-19
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for PANNAL ASH CONSTRUCTION LTD (10611869)","PANNAL ASH CONSTRUCTION LTD","10611869",2020-03-19
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for SILVERHILL WINCHESTER NO 2 LIMITED (05389867)","SILVERHILL WINCHESTER NO 2 LIMITED","5389867",2020-03-19
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for EINAR BUI LIMITED (11050125)","EINAR BUI LIMITED","11050125",2020-03-19
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for D & M WINDOWS LIMITED (04216025)","D & M WINDOWS LIMITED","4216025",2020-03-19
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for NETWEB CONSULTING LIMITED (08361850)","NETWEB CONSULTING LIMITED","8361850",2020-03-19
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for 5/4 PROCUREMENT LIMITED (10421576)","5/4 PROCUREMENT LIMITED","10421576",2020-03-19
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for AJG MEDIA LTD (SC452947)","AJG MEDIA LTD","452947",2020-03-19
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for RUSSELL HEATHCOTE-CURTIS (CONSULTING) LIMITED
                                     (08712384)
                                 ","RUSSELL HEATHCOTE-CURTIS (CONSULTING) LIMITED","8712384",2020-03-19
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for LLDD LTD
                                     (10673520)
                                 ","LLDD 
                                             LTD","10673520",2020-03-19
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for 
                                    RADIA CONSULTANCY LTD (09306162)
                                 ","
                                             RADIA CONSULTANCY LTD","9306162",2020-03-19
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for COMBINED (FOUNDRY) TECHNOLOGIES LIMITED (01397098)","COMBINED (FOUNDRY) TECHNOLOGIES LIMITED","1397098",2020-03-19
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for 
                                    KRISTECH LIMITED (04995137)
                                 ","
                                             KRISTECH LIMITED","4995137",2020-03-19
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for ARDENT BUSINESS GROUP LIMITED
                                     (04418313)
                                 ","ARDENT BUSINESS GROUP LIMITED
                                             ","4418313",2020-03-19
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for APPELLA FINANCIAL CONSULTING LIMITED
                                     (08919990)
                                 ","APPELLA FINANCIAL CONSULTING LIMITED
                                             ","8919990",2020-03-19
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for PDX MANAGEMENT SOLUTIONS LIMITED (09387621)","PDX MANAGEMENT SOLUTIONS LIMITED","9387621",2020-03-19
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for SAMSARA LIMITED (02578225)","SAMSARA LIMITED","2578225",2020-03-19
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for 
                                    ARKLE SOLUTIONS LTD  (09929066)
                                 ","
                                             ARKLE SOLUTIONS LTD ","9929066",2020-03-19
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for ANDREW HEAP FINANCIAL PLANNING LTD
                                     (08130714)
                                 ","ANDREW HEAP FINANCIAL PLANNING LTD
                                             ","8130714",2020-03-19
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for MARSTON SWIFT ASSOCIATES LIMITED (08385291)","MARSTON SWIFT ASSOCIATES LIMITED","8385291",2020-03-20
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for CASTLENAZE LIMITED (08850575)","CASTLENAZE LIMITED","8850575",2020-03-20
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for IARTUK LIMITED (11701830)","IARTUK LIMITED","11701830",2020-03-20
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for AMBERLEY PRODUCTS LIMITED (02489983)","AMBERLEY PRODUCTS LIMITED","2489983",2020-03-20
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for CAHTOA LIMITED (07156307)","CAHTOA LIMITED","7156307",2020-03-20
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for BISTRO NOIR LTD (07562034)","BISTRO NOIR LTD","7562034",2020-03-20
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for OSCARS EDINBURGH LIMITED (SC553843)","OSCARS EDINBURGH LIMITED","553843",2020-03-20
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for SPRING HILL ASSET MANAGEMENT LTD (SC286691)","SPRING HILL ASSET MANAGEMENT LTD","286691",2020-03-20
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for JOHN WILKINSON (MACHINERY & TOOLS) LIMITED (SC020772)","JOHN WILKINSON (MACHINERY & TOOLS) LIMITED","20772",2020-03-20
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for KIMBLE'S CHOCOLATES LIMITED (SC236820)","KIMBLE'S CHOCOLATES LIMITED","236820",2020-03-20
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for NJS (SCOTLAND) LTD (SC192151)","NJS (SCOTLAND) LTD","192151",2020-03-20
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for STEWART APARTMENTS LLP (SO303068 )","STEWART APARTMENTS LLP","303068",2020-03-20
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for ROY DUNCAN CARPETS LTD. (SC241947)","ROY DUNCAN CARPETS LTD.","241947",2020-03-20
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for MYLO DESIGN LTD (SC428342)","MYLO DESIGN LTD","428342",2020-03-20
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for CLIMB INDUSTRIES LIMITED (SC471147)","CLIMB INDUSTRIES LIMITED","471147",2020-03-20
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for UPSTORM LTD (SC411232)","UPSTORM LTD","411232",2020-03-20
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for LM PROJECT SOLUTIONS LIMITED (SC500543)","LM PROJECT SOLUTIONS LIMITED","500543",2020-03-20
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for PITTDRIL LIMITED (SC285599)","PITTDRIL LIMITED","285599",2020-03-20
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for MARCHBURN OPERATIONS CONSULTANCY LTD (SC611155)","MARCHBURN OPERATIONS CONSULTANCY LTD","611155",2020-03-20
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for STREAMFIELD LIMITED (SC591409)","STREAMFIELD LIMITED","591409",2020-03-20
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for PRIME CONNEXIONS LIMITED (SC324890)","PRIME CONNEXIONS LIMITED","324890",2020-03-20
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for TIPPLED CONSULTANTS LTD (SC415917)","TIPPLED CONSULTANTS LTD","415917",2020-03-20
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for HIGHLAND FISH LTD (SC469787)","HIGHLAND FISH LTD","469787",2020-03-20
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for INVERMARK K&J LIMITED (SC517373)","INVERMARK K&J LIMITED","517373",2020-03-20
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for PLANEXPAND LIMITED (SC107679)","PLANEXPAND LIMITED","107679",2020-03-20
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for CUPLOGISTICS LTD (09299644)","CUPLOGISTICS LTD","9299644",2020-03-20
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for BLOOMSBURY BIOSEED FUND LIMITED (04065120)","BLOOMSBURY BIOSEED FUND LIMITED","4065120",2020-03-20
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for HUNTS INTERNATIONAL (REMOVERS) LIMITED (02969895)","HUNTS INTERNATIONAL (REMOVERS) LIMITED","2969895",2020-03-20
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for ROUDHAM SKIP SERVICES LTD (11615338)","ROUDHAM SKIP SERVICES LTD","11615338",2020-03-20
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for CLINISPA LIMITED (06273397)","CLINISPA LIMITED","6273397",2020-03-20
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for A-TRAIN (UK) LTD (05918750)","A-TRAIN (UK) LTD","5918750",2020-03-20
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for MAIN JET LIMITED (06499872)","MAIN JET LIMITED","6499872",2020-03-20
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for CMPC EUROPE LIMITED (02568391)","CMPC EUROPE LIMITED","2568391",2020-03-20
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for MORE MOBILE LIMITED (06253892)","MORE MOBILE LIMITED","6253892",2020-03-20
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for MENTOR FINANCIAL LIMITED (03082452)","MENTOR FINANCIAL LIMITED","3082452",2020-03-20
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for TAILORED DECORATING SERVICES LIMITED (10163571)","TAILORED DECORATING SERVICES LIMITED","10163571",2020-03-20
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for STANDARD CHARTERED MASTERBRAND LICENSING LIMITED (05618994)","STANDARD CHARTERED MASTERBRAND LICENSING LIMITED","5618994",2020-03-20
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for RJB ASSOCIATES LTD (11044896)","RJB ASSOCIATES LTD","11044896",2020-03-20
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for THOMAS PANTON (WINE MERCHANTS) LIMITED (01286298)","THOMAS PANTON (WINE MERCHANTS) LIMITED","1286298",2020-03-20
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for F A SALTER LTD (08897222)","F A SALTER LTD","8897222",2020-03-20
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for CSI4BUSINESS LTD (07090365)","CSI4BUSINESS LTD","7090365",2020-03-20
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for SERCHA CONSULTING LIMITED (10691836)","SERCHA CONSULTING LIMITED","10691836",2020-03-20
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for HEATLEY-ADAMS LIMITED (05109870)","HEATLEY-ADAMS LIMITED","5109870",2020-03-20
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for SHAVE CONSULTANCY LIMITED (10589446)","SHAVE CONSULTANCY LIMITED","10589446",2020-03-20
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for MACER CRICKET LIMITED (09723438)","MACER CRICKET LIMITED","9723438",2020-03-20
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for KONSULTANT LTD (06949273)","KONSULTANT LTD","6949273",2020-03-20
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for AMBIT SOLUTIONS LIMITED (07478985)","AMBIT SOLUTIONS LIMITED","7478985",2020-03-20
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for RFGP CONSULTING LTD (09867884)","RFGP CONSULTING LTD","9867884",2020-03-20
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for COMPLETE ACCOUNTING RESULTS LIMITED (08836499)","COMPLETE ACCOUNTING RESULTS LIMITED","8836499",2020-03-20
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for BEAR CANDLE LIMITED (11240474)","BEAR CANDLE LIMITED","11240474",2020-03-20
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for H W COMMUNICATIONS LIMITED (02529926)","H W COMMUNICATIONS LIMITED","2529926",2020-03-20
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for MAVEN AND CUSP LIMITED (07881985)","MAVEN AND CUSP LIMITED","7881985",2020-03-20
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for STEVEN JAMES KITCHENS LTD (08258450)","STEVEN JAMES KITCHENS LTD","8258450",2020-03-20
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for TECO ELECTRIC EUROPE LIMITED (02757514)","TECO ELECTRIC EUROPE LIMITED","2757514",2020-03-20
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for BLUEWATER ENTERPRISE LIMITED (09670952)","BLUEWATER ENTERPRISE LIMITED","9670952",2020-03-20
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for GOZ PAYROLL SERVICE LTD (07842213)","GOZ PAYROLL SERVICE LTD","7842213",2020-03-20
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for ALPHAONE INVESTMENTS LIMITED (08655120)","ALPHAONE INVESTMENTS LIMITED","8655120",2020-03-20
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for ONETECH IT SERVICES LIMITED (09762062)","ONETECH IT SERVICES LIMITED","9762062",2020-03-20
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for POPEFORD FINE INTERIORS LTD (10970878)","POPEFORD FINE INTERIORS LTD","10970878",2020-03-20
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for DINAS WELL LIMITED (08634083)","DINAS WELL LIMITED","8634083",2020-03-20
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for FLYING R CONSULTING LTD (08521279)","FLYING R CONSULTING LTD","8521279",2020-03-20
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for CAREPREFER LIMITED (02783136)","CAREPREFER LIMITED","2783136",2020-03-20
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for YOUR HELPLINE LIMITED (09834412)","YOUR HELPLINE LIMITED","9834412",2020-03-20
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for MJB IT CONSULTANTS LIMITED (09204594)","MJB IT CONSULTANTS LIMITED","9204594",2020-03-20
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for PINE TREE CONSULTANCY LIMITED (09963477)","PINE TREE CONSULTANCY LIMITED","9963477",2020-03-20
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for HILAL RESTAURANT LIMITED (00955853)","HILAL RESTAURANT LIMITED","955853",2020-03-20
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for RISER MANAGEMENT SERVICES LTD (08632403)","RISER MANAGEMENT SERVICES LTD","8632403",2020-03-20
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for MAYLIS WACONGNE LIMITED (07311060)","MAYLIS WACONGNE LIMITED","7311060",2020-03-20
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for NGR CAPITAL LIMITED (08069580)","NGR CAPITAL LIMITED","8069580",2020-03-20
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for HOWNOR 21 LIMITED (12430190)","HOWNOR 21 LIMITED","12430190",2020-03-20
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for THE FIELDSMITH GROUP LLP (OC370932)","THE FIELDSMITH GROUP LLP","370932",2020-03-20
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for CSABASCRIPT LTD (10748587)","CSABASCRIPT LTD","10748587",2020-03-20
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for ROSE COTTAGE DEVELOPMENTS LIMITED (09689171)","ROSE COTTAGE DEVELOPMENTS LIMITED","9689171",2020-03-20
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for EVERLEY SYSTEMS LTD (08225237)","EVERLEY SYSTEMS LTD","8225237",2020-03-20
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for SUPPORT STAFF LIMITED (10069481)","SUPPORT STAFF LIMITED","10069481",2020-03-20
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for DIGITAL EDIT LIMITED (10524757)","DIGITAL EDIT LIMITED","10524757",2020-03-20
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for WILD HUNT LIMITED (11101854)","WILD HUNT LIMITED","11101854",2020-03-20
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for SABREWREXHAM LTD (11757823)","SABREWREXHAM LTD","11757823",2020-03-20
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for RTB CONSULTANCY LIMITED (09961197)","RTB CONSULTANCY LIMITED","9961197",2020-03-20
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for T P DATABASE CONSULTANCY LIMITED (05042861 )","T P DATABASE CONSULTANCY LIMITED","5042861",2020-03-20
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for NICE PROPERTIES.CO.UK LIMITED (05562906)","NICE PROPERTIES.CO.UK LIMITED","5562906",2020-03-20
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for BITBOX SOLUTIONS LTD (11178082)","BITBOX SOLUTIONS LTD","11178082",2020-03-20
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for SPALDO CONSULTING LIMITED (06975751)","SPALDO CONSULTING LIMITED","6975751",2020-03-20
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for REGULATORY LIVE LIMITED (07549292)","REGULATORY LIVE LIMITED","7549292",2020-03-20
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for AGE UK OLDHAM TRADING LIMITED (02912249)","AGE UK OLDHAM TRADING LIMITED","2912249",2020-03-20
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for CHINTHURST RESOURCES LIMITED (10426003)","CHINTHURST RESOURCES LIMITED","10426003",2020-03-20
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for SANDY LANE TAKEAWAY LIMITED (06786947)","SANDY LANE TAKEAWAY LIMITED","6786947",2020-03-20
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for P&K CARLITOS LTD (11500691)","P&K CARLITOS LTD","11500691",2020-03-20
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for E-ZEST CONSULTING LIMITED (10402135)","E-ZEST CONSULTING LIMITED","10402135",2020-03-20
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for SUREFIRE TECHNOLOGIES LTD (05378216)","SUREFIRE TECHNOLOGIES LTD","5378216",2020-03-20
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for PRESTON CAPITAL PARTNERS LIMITED (08996952)","PRESTON CAPITAL PARTNERS LIMITED","8996952",2020-03-20
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for GRAHAM PAYNE MOBILE LIMITED (09045799)","GRAHAM PAYNE MOBILE LIMITED","9045799",2020-03-20
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for NONSUCH TRADING LTD (08828492)","NONSUCH TRADING LTD","8828492",2020-03-20
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for WESTEC CONSULTING LTD (05869135)","WESTEC CONSULTING LTD","5869135",2020-03-20
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for PURPLE CIRCLE PROPERTY DEVELOPMENT LIMITED (04805936)","PURPLE CIRCLE PROPERTY DEVELOPMENT LIMITED","4805936",2020-03-20
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for JONES MOTOR COMPANY LIMITED (06785418)","JONES MOTOR COMPANY LIMITED","6785418",2020-03-20
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for STYLOROUGE LIMITED (04125735)","STYLOROUGE LIMITED","4125735",2020-03-20
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for SGCB LIMITED (08292993)","SGCB LIMITED","8292993",2020-03-20
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for SKUJINA CONSULTING LTD (10838398)","SKUJINA CONSULTING LTD","10838398",2020-03-20
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for LK COMMUNICATIONS LTD (09865055)","LK COMMUNICATIONS LTD","9865055",2020-03-20
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for UNIVERSAL AGILE CONSULTING LTD (10010436)","UNIVERSAL AGILE CONSULTING LTD","10010436",2020-03-20
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for WOLF PROJECTS LIMITED (06105041)","WOLF PROJECTS LIMITED","6105041",2020-03-20
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for RICHARD COOK (FURNISHERS) LIMITED (04510823)","RICHARD COOK (FURNISHERS) LIMITED","4510823",2020-03-20
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for W. 4 LIMITED (01137634)","W. 4 LIMITED","1137634",2020-03-20
