"Category","Notice_type","Notice_desc","Company_name","Company_number","Date"
"Corporate Insolvency","Meetings of Creditors","Notice timeline for OTEX SECURITY SERVICES LTD (08825628)","OTEX SECURITY SERVICES LTD","8825628",2019-11-22
"Corporate Insolvency","Meetings of Creditors","Notice timeline for ZIPPYSTITCH MAIDSTONE LTD (08286994)","ZIPPYSTITCH MAIDSTONE LTD","8286994",2019-11-22
"Corporate Insolvency","Meetings of Creditors","Notice timeline for ZIPPYSTITCH REIGATE LIMITED (08024512)","ZIPPYSTITCH REIGATE LTD","8024512",2019-11-22
"Corporate Insolvency","Meetings of Creditors","Notice timeline for ZIPPY STITCH SEVENOAKS LIMITED (07814255)","ZIPPY STITCH SEVENOAKS LIMITED","7814255",2019-11-22
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for 
                                    ACRETRAIL LIMITED (SC517584)
                                 ","
                                             ACRETRAIL LIMITED","517584",2019-11-22
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for PETELEN LTD (SC526875)","PRIVATE COMPANY LIMITED BY SHARES","526875",2019-11-22
"Corporate Insolvency","Appointment of Liquidators","Notice timeline for PETELEN LTD (SC526875)","NOTICE OF APPOINTMENT OF LIQUIDATOR","526875",2019-11-22
"Corporate Insolvency","Appointment of Liquidators","Notice timeline for 
                                    CHRISTIE & SON (METAL MERCHANTS)  LIMITED (SC068222)
                                 ","PURSUANT TO SECTION 109 OF THE INSOLVENCY ACT 1986","68222",2019-11-22
"Corporate Insolvency","Petitions to Wind Up (Companies)","Notice timeline for 
                                    ABS KEBAB LTD (SC545963)
                                 ","Actions","545963",2019-11-22
"Corporate Insolvency","Appointment of Liquidators","Notice timeline for 
                                    ACRETRAIL LIMITED (SC517584)
                                 ","PURSUANT TO SECTION 109 OF THE INSOLVENCY ACT 1986","517584",2019-11-22
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for 
                                    CHRISTIE & SON (METAL MERCHANTS)  LIMITED (SC068222)
                                 ","
                                             CHRISTIE & SON (METAL MERCHANTS)  LIMITED","68222",2019-11-22
"Corporate Insolvency","Petitions to Wind Up (Companies)","Notice timeline for HAWKSBILL PROPERTY CONSULTANTS LTD  (09125605)","Actions","9125605",2019-11-22
"Corporate Insolvency","Petitions to Wind Up (Companies)","Notice timeline for T5 SECURITY LIMITED  (10859481)","Actions","10859481",2019-11-22
"Corporate Insolvency","Petitions to Wind Up (Companies)","Notice timeline for KASOCIO LIMITED (09213068)","Actions","9213068",2019-11-22
"Corporate Insolvency","Petitions to Wind Up (Companies)","Notice timeline for ABLE SUPPORT LTD  (05511903)","Actions","5511903",2019-11-22
"Corporate Insolvency","Petitions to Wind Up (Companies)","Notice timeline for MINMAR (1008) LIMITED  (04482928)","Actions","4482928",2019-11-22
"Corporate Insolvency","Petitions to Wind Up (Companies)","Notice timeline for ICLADUK LIMITED (09122879)","Actions","9122879",2019-11-22
"Corporate Insolvency","Petitions to Wind Up (Companies)","Notice timeline for ACCESS CLEANING (MIDLANDS) LIMITED (04974468)","Actions","4974468",2019-11-22
"Corporate Insolvency","Petitions to Wind Up (Companies)","Notice timeline for MILANO PIZZA SERVICE LTD (09764526)","Actions","9764526",2019-11-22
"Corporate Insolvency","Petitions to Wind Up (Companies)","Notice timeline for SHENKERS LLP  (OC364634)","Actions","364634",2019-11-22
"Corporate Insolvency","Petitions to Wind Up (Companies)","Notice timeline for CARE MANAGEMENT (AGENCY) LTD  (09096757)","Actions","9096757",2019-11-22
"Corporate Insolvency","Petitions to Wind Up (Companies)","Notice timeline for ARK SOCIAL WORK LIMITED (07506271)","Actions","7506271",2019-11-22
"Corporate Insolvency","Petitions to Wind Up (Companies)","Notice timeline for GM TRADING LTD (09854611)","Actions","9854611",2019-11-22
"Corporate Insolvency","Petitions to Wind Up (Companies)","Notice timeline for JP DENTIQUE LIMITED (06530751)","Actions","6530751",2019-11-22
"Corporate Insolvency","Petitions to Wind Up (Companies)","Notice timeline for GART INVESTMENTS LIMITED  (09106033)","Actions","9106033",2019-11-22
"Corporate Insolvency","Petitions to Wind Up (Companies)","Notice timeline for PETROLEUM ASSETS DEVELOPMENT LTD (07956525)","Actions","7956525",2019-11-22
"Corporate Insolvency","Petitions to Wind Up (Companies)","Notice timeline for ONE CARE DCS FYLDE LIMITED  (10277062)","Actions","10277062",2019-11-22
"Corporate Insolvency","Petitions to Wind Up (Companies)","Notice timeline for ORIEL STREET ONE LIMITED  (10636723)","Actions","10636723",2019-11-22
"Corporate Insolvency","Petitions to Wind Up (Companies)","Notice timeline for 24HR CARE SOLUTIONS LTD (10606578)","Actions","10606578",2019-11-22
"Corporate Insolvency","Petitions to Wind Up (Companies)","Notice timeline for APS FIFTY THREE LIMITED (11491164)","Actions","11491164",2019-11-22
"Corporate Insolvency","Petitions to Wind Up (Companies)","Notice timeline for RYBANK LTD (09467198)","Actions","9467198",2019-11-22
"Corporate Insolvency","Petitions to Wind Up (Companies)","Notice timeline for FOX RESOURCING LTD (06297472)","Actions","6297472",2019-11-22
"Corporate Insolvency","Petitions to Wind Up (Companies)","Notice timeline for ACM HAULAGE LTD (09546064)","Actions","9546064",2019-11-22
"Corporate Insolvency","Petitions to Wind Up (Companies)","Notice timeline for CYBER AWARE LIMITED (08459507)","Actions","8459507",2019-11-22
"Corporate Insolvency","Petitions to Wind Up (Companies)","Notice timeline for CASTLEHEIGHTS GROUNDWORKS UK LTD (10921466)","Actions","10921466",2019-11-22
"Corporate Insolvency","Petitions to Wind Up (Companies)","Notice timeline for EXCEL PIPEWORK LIMITED (07309047)","Actions","7309047",2019-11-22
"Corporate Insolvency","Petitions to Wind Up (Companies)","Notice timeline for TETHYS SERVICES LIMITED (05900069)","Actions","5900069",2019-11-22
"Corporate Insolvency","Petitions to Wind Up (Companies)","Notice timeline for OPTIMISE OUTSOURCED BUSINESS DEVELOPMENT LIMITED (04702807)","Actions","4702807",2019-11-22
"Corporate Insolvency","Petitions to Wind Up (Companies)","Notice timeline for MORGAN TLC LIMITED (11332807)","Actions","11332807",2019-11-22
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for GLOBEX SERVICES LTD (SC566526)","GLOBEX SERVICES LTD","566526",2019-11-22
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for JA TELCO LTD (SC570692)","JA TELCO LTD","570692",2019-11-22
"Corporate Insolvency","Appointment of Liquidators","Notice timeline for THE EDGE (INVERURIE) LIMITED (SC378976)","Actions","378976",2019-11-22
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for POSEIDON SUBSEA ENGINEERING CONSULTANCY LTD (SC415483)","POSEIDON SUBSEA ENGINEERING CONSULTANCY LTD","415483",2019-11-22
"Corporate Insolvency","Appointment of Liquidators","Notice timeline for LEO FINANCIAL SERVICES LIMITED (SC396530)","Actions","396530",2019-11-22
"Corporate Insolvency","Appointment of Liquidators","Notice timeline for POSEIDON SUBSEA ENGINEERING CONSULTANCY LTD (SC415483)","Actions","415483",2019-11-22
"Corporate Insolvency","Notices to Creditors","Notice timeline for LEO FINANCIAL SERVICES LIMITED (SC396530)","LEO FINANCIAL SERVICES LIMITED","396530",2019-11-22
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for THE EDGE (INVERURIE) LIMITED (SC378976)","THE EDGE (INVERURIE) LIMITED","378976",2019-11-22
"Corporate Insolvency","Appointment of Liquidators","Notice timeline for JWR PROPERTIES AYR LLP (SO303580)","Actions","303580",2019-11-22
"Corporate Insolvency","Appointment of Liquidators","Notice timeline for DUNDEE & ANGUS BLINDS LIMITED (SC573949)","Actions","573949",2019-11-22
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for MEIKLELOAN LIMITED (SC061291)","MEIKLELOAN LIMITED","61291",2019-11-22
"Corporate Insolvency","Appointment of Liquidators","Notice timeline for JA TELCO LTD (SC570692)","Actions","570692",2019-11-22
"Corporate Insolvency","Meetings of Creditors","Notice timeline for GQ HEATING LTD (SC509776)","GQ HEATING LTD","509776",2019-11-22
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for JWR PROPERTIES AYR LLP (SO303580)","JWR PROPERTIES AYR LLP","303580",2019-11-22
"Corporate Insolvency","Appointment of Liquidators","Notice timeline for MEIKLELOAN LIMITED (SC061291)","Actions","61291",2019-11-22
"Corporate Insolvency","Appointment of Liquidators","Notice timeline for GLOBEX SERVICES LTD (SC566526)","Actions","566526",2019-11-22
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for DUNDEE & ANGUS BLINDS LIMITED (SC573949)","DUNDEE & ANGUS BLINDS LIMITED","573949",2019-11-22
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for THE SANDSTONE FARMING COMPANY LIMITED (SC171658)","THE SANDSTONE FARMING COMPANY LIMITED","171658",2019-11-22
"Corporate Insolvency","Appointment of Liquidators","Notice timeline for THE SANDSTONE FARMING COMPANY LIMITED (SC171658)","Actions","171658",2019-11-22
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for LEO FINANCIAL SERVICES LIMITED (SC396530)","LEO FINANCIAL SERVICES LIMITED","396530",2019-11-22
"Corporate Insolvency","Appointment of Liquidators","Notice timeline for AM SOUTH SHIELDS LTD (11114184)","Actions","11114184",2019-11-25
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for AM SOUTH SHIELDS LTD (11114184)","AM SOUTH SHIELDS LTD","11114184",2019-11-25
"Corporate Insolvency","Meetings of Creditors","Notice timeline for AUDACIOUS SOLUTIONS LIMITED (08741175)","AUDACIOUS SOLUTIONS LIMITED","8741175",2019-11-28
"Corporate Insolvency","Meetings of Creditors","Notice timeline for VISION DRIVE LIMITED (10318984)","VISION DRIVE LIMITED","10318984",2019-11-29
"Corporate Insolvency","Meetings of Creditors","Notice timeline for J.M.H. CONSTRUCTION SERVICES LIMITED (01684480)","J.M.H. CONSTRUCTION SERVICES LIMITED","1684480",2019-11-29
"Corporate Insolvency","Meetings of Creditors","Notice timeline for KASHMIR ENTERPRISES LIMITED (03637527)","KASHMIR ENTERPRISES LIMITED","3637527",2019-12-03
"Corporate Insolvency","Petitions to Wind Up (Companies)","Notice timeline for T BROWN WELDING & FABRICATION LTD (10613905)","Actions","10613905",2019-12-12
